,Rank,Team,Change,Prior,Date,Division
16,17,Western Washington,+2,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,NC State,+2,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,Colorado State,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Minnesota,-2,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Georgia Tech,+4,25,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Michigan,-,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,UCLA,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Southern California,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Whitman,-4,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,Stanford,-,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,British Columbia,-,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,UC San Diego,-,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Oregon,-,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Carleton,-,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,North Carolina,-,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,Texas,-,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Tufts,-,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,Pittsburgh,-,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Vermont,-,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,UC Santa Barbara,-,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,Ohio State,-,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Washington,-,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,California,-,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Minnesota,-,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,Western Washington,-,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,NC State,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Whitman,-1,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Michigan,-,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,Victoria,+1,24,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Cal Poly SLO,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Georgia Tech,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,Stanford,+1,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,British Columbia,-1,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,UC San Diego,+3,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Oregon,-1,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Carleton,-1,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,North Carolina,+1,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,Texas,-2,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Tufts,-,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,Pittsburgh,-,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Vermont,-,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,UC Santa Barbara,+5,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,Ohio State,+1,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Washington,+1,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,California,-2,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Minnesota,+4,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,Western Washington,-5,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Whitman,-2,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Georgia,-1,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Michigan,-1,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,UNC Wilmington,-,23,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Victoria,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Florida,-,25,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,British Columbia,-,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,Stanford,-,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,Oregon,-,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Carleton,-,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Texas,-,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,UC San Diego,-,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,North Carolina,-,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Tufts,-,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,Pittsburgh,-,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Vermont,-,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,Western Washington,-,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,California,-,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Ohio State,-,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,Washington,-,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Whitman,-,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,UC Santa Barbara,-,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Georgia,-,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Michigan,-,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Minnesota,-,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,UNC Wilmington,-,23,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Iowa State,-,24,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Florida,-,25,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,British Columbia,-,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,Stanford,-,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,Oregon,-,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Carleton,+1,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Texas,-1,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,UC San Diego,+2,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,North Carolina,-1,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Tufts,+1,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,Pittsburgh,-2,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Vermont,-,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,Western Washington,-,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,California,-,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Ohio State,-,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,Washington,-,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Whitman,-,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,UC Santa Barbara,+2,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Georgia,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Michigan,-2,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Minnesota,+1,23,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,UNC Wilmington,+1,24,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Iowa State,+1,25,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Florida,-5,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,British Columbia,-,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,Stanford,-,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,Oregon,-,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Texas,-,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Carleton,+1,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,North Carolina,+1,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,Pittsburgh,+1,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,UC San Diego,+1,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,Tufts,+1,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Vermont,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,Western Washington,-,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,California,-8,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Ohio State,-1,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,Washington,-1,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Whitman,-1,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,Michigan,+1,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Florida,+1,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,UC Santa Barbara,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Notre Dame Womb,-,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,Minnesota,-,23,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,UNC Wilmington,,-,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Iowa State,-1,24,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,-,1,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,British Columbia,-,2,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,Stanford,-,3,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,-,4,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,Oregon,+2,7,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,Texas,-1,5,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,California,-1,6,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,Carleton,-,8,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,North Carolina,-,9,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Pittsburgh,-,10,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,UC San Diego,-,11,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Tufts,-,12,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,-,13,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,Western Washington,-,14,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,Ohio State,-,15,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Washington,+2,18,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,Whitman,+2,19,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Virginia,-2,16,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,UCLA,-2,17,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Michigan,-,20,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Florida,-,21,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Notre Dame Womb,-,22,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,Minnesota,-,23,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Iowa State,-,24,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Georgia,-,25,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
1,2,British Columbia,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
2,3,Stanford,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
3,4,Colorado,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
4,5,Texas,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
5,6,California,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
6,7,Oregon,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
7,8,Carleton,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
8,9,North Carolina,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
9,10,Pittsburgh,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
10,11,UC San Diego,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
11,12,Tufts,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
12,13,West Chester,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
13,14,Western Washington,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
14,15,Ohio State,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
15,16,Virginia,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
16,17,UCLA,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
17,18,Washington,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
18,19,Whitman,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
19,20,Michigan,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
20,21,Florida,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
21,22,Notre Dame Womb,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
22,23,Minnesota,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
23,24,Iowa State,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
24,25,Georgia,,,2018-05-09,"
College D-I Women’s Rankings, 2018 Season, Week of 5/9/18
Published on May 9, 2018
"
0,1,Dartmouth,+2,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,British Columbia,+8,10,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,Stanford,-1,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Colorado,+10,14,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,Texas,-4,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,California,+1,7,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
6,7,Oregon,+2,9,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
7,8,Carleton,+9,17,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
8,9,North Carolina,+6,15,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
9,10,Pittsburgh,-5,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
10,11,UC San Diego,+13,24,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
11,12,Ohio State,-1,11,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
12,13,Tufts,-1,12,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
13,14,Western Washington,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
14,15,Virginia,-11,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
15,16,Florida,+4,20,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
16,17,UCLA,-9,8,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
17,18,Washington,+7,25,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
18,19,Whitman,-,19,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
19,20,Michigan,-7,13,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
20,21,Notre Dame Womb,-15,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
21,22,Minnesota,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
22,23,West Chester,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
23,24,Iowa State,-3,21,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
24,25,Brigham Young,,-,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
0,1,Texas,-,1,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
1,2,Stanford,-,2,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
2,3,Dartmouth,-,3,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
3,4,Virginia,-,4,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
4,5,Pittsburgh,-,5,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
5,6,Notre Dame Womb,-,6,2017-12-15,"
College D-I Women’s Rankings, 2018 Season, Preseason
Published on December 15, 2017
"
