,Rank,Team,Change,Prior,Date,Division
13,14,Central Florida,-3,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Carleton,-2,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Victoria,-1,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Western Washington,-,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Pittsburgh,+2,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Northeastern,-,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Georgia,-2,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Notre Dame Womb,+1,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Colorado College,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Texas,+1,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Minnesota,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Iowa State,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,Stanford,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,British Columbia,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,UCLA,+1,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Virginia,-1,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,Washington,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Colorado,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Whitman,-,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Ohio State,-,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Tufts,-,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Central Florida,+1,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Dartmouth,+1,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Carleton,+1,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Florida State,-3,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Victoria,-,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Kansas,-,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Western Washington,-,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Georgia,-,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Northeastern,-,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Pittsburgh,-,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Michigan,-,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Notre Dame Womb,-,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,California,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Texas,-,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,UC Davis,-2,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,Stanford,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,British Columbia,+1,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Virginia,-1,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,UCLA,+1,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,Washington,+1,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Colorado,+2,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Whitman,-3,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Ohio State,+1,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Tufts,+2,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Florida State,+2,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Central Florida,+2,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Dartmouth,+2,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Carleton,+5,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Victoria,+3,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,Kansas,-5,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Western Washington,-9,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Georgia,-1,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Northeastern,+1,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Pittsburgh,+1,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Michigan,+1,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Notre Dame Womb,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,UC Davis,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Texas,-1,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Colorado College,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,Stanford,+2,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Virginia,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,British Columbia,-2,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Whitman,-,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,UCLA,+10,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Washington,-,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Western Washington,+2,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Colorado,-3,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Ohio State,+1,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Kansas,-3,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Tufts,-,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Florida State,-,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Central Florida,-,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Dartmouth,-,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,UC Santa Barbara,-7,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Georgia,-,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Victoria,-,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Carleton,-,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Northeastern,-,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Pittsburgh,+1,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Michigan,-1,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,Texas,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,UC San Diego,-1,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Harvard,-1,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,British Columbia,-,2,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Virginia,-,3,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Stanford,-,4,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Whitman,-,5,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,Colorado,-,6,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Washington,+1,8,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Kansas,+1,9,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,UC Santa Barbara,+1,10,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,Western Washington,+1,11,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Ohio State,+10,21,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Tufts,-,12,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Florida State,+2,15,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Central Florida,-,14,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Dartmouth,-2,13,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,UCLA,-,16,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Georgia,+2,19,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Victoria,-,18,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Carleton,-12,7,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Northeastern,-3,17,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Michigan,-1,20,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Pittsburgh,,-,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,UC San Diego,-,23,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Harvard,-,24,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,Wisconsin,-3,22,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
1,2,British Columbia,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
2,3,Virginia,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
3,4,Stanford,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
4,5,Whitman,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
5,6,Colorado,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
6,7,Carleton,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
7,8,Washington,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
8,9,Kansas,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
9,10,UC Santa Barbara,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
10,11,Western Washington,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
11,12,Tufts,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
12,13,Dartmouth,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
13,14,Central Florida,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
14,15,Florida State,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
15,16,UCLA,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
16,17,Northeastern,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
17,18,Victoria,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
18,19,Georgia,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
19,20,Michigan,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
20,21,Ohio State,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
21,22,Wisconsin,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
22,23,UC San Diego,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
23,24,Harvard,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
24,25,North Carolina,,,2015-11-17,"
College D-I Women’s Rankings, 2016 Season, Post-CCC
Published on November 17, 2015
"
0,1,Oregon,-,1,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
1,2,British Columbia,-,2,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
2,3,Virginia,-,3,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
3,4,Stanford,-,4,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
4,5,Whitman,-,5,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
5,6,Colorado,-,6,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
6,7,Carleton,-,7,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
7,8,Washington,-,8,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
8,9,UC Santa Barbara,-,9,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
9,10,Western Washington,-,10,2014-11-10,"
College D-I Women’s Division Power Rankings, Season 2015, 11/10/14
Published on November 10, 2014
"
