,Name,Team,#,PP,OPP,DPP,AST,GLS,BLK,+/-,Rcv Yds,Thr Yds,Yds,Cmp,Cmp%,HA,T,S,C,D,game_info
37,Innis,DET,11,25,25,0,1,0,0,-2,78,253,331,52,96,6,2,0,0,1,2021-06-27-DET-MAD
38,LeMaitre,DET,19,19,5,14,0,0,0,-2,-19,45,26,8,80,2,2,0,0,0,2021-06-27-DET-MAD
39,Pruess,MAD,14,20,18,2,1,0,0,-2,38,310,348,29,90,2,2,1,0,0,2021-06-27-DET-MAD
0,Mazur,DAL,39,24,22,2,7,1,1,8,19,456,475,48,97,3,1,0,0,0,2021-06-26-DAL-SD
1,Dunn,SD,80,23,20,3,6,3,0,8,262,203,465,28,96,2,1,0,0,0,2021-06-26-DAL-SD
2,Henke,DAL,24,23,21,2,1,6,1,7,365,95,460,23,95,3,1,0,0,0,2021-06-26-DAL-SD
3,Froude,DAL,5,26,23,3,3,3,0,5,278,225,503,31,100,4,0,0,0,1,2021-06-26-DAL-SD
4,Coffin,DAL,8,24,22,2,3,2,0,5,169,315,484,55,100,3,0,0,0,0,2021-06-26-DAL-SD
5,Maurer,DAL,2,24,22,2,3,2,0,4,246,145,391,39,97,2,1,0,0,0,2021-06-26-DAL-SD
6,Lally,SD,27,22,20,2,1,3,1,4,189,406,595,41,97,5,1,0,0,0,2021-06-26-DAL-SD
7,Armour,DAL,50,17,2,15,1,0,2,3,33,41,74,5,100,1,0,0,0,0,2021-06-26-DAL-SD
8,Okita,SD,44,20,19,1,3,0,0,3,61,184,245,36,100,2,0,0,0,0,2021-06-26-DAL-SD
9,Helton,SD,00,23,21,2,3,1,0,3,229,267,496,30,96,6,1,0,0,0,2021-06-26-DAL-SD
10,Givol,SD,0,21,19,2,1,4,0,3,177,101,278,11,84,0,2,0,0,0,2021-06-26-DAL-SD
11,"Cohen, J",SD,84,19,19,0,1,3,0,3,154,27,181,7,100,0,0,0,0,1,2021-06-26-DAL-SD
12,Slack,DAL,27,20,19,1,0,4,0,2,141,45,186,10,90,1,1,0,0,1,2021-06-26-DAL-SD
13,Rogers,DAL,77,11,0,11,1,1,0,2,40,26,66,5,100,0,0,0,0,0,2021-06-26-DAL-SD
14,Rubin,SD,18,17,16,1,1,2,0,2,110,29,139,10,90,1,1,0,0,0,2021-06-26-DAL-SD
15,El-Salaam,SD,99,22,4,18,1,2,0,2,119,19,138,6,85,0,1,0,0,0,2021-06-26-DAL-SD
16,Miaw,DAL,21,12,0,12,0,1,0,1,16,-3,13,4,100,0,0,0,0,0,2021-06-26-DAL-SD
17,Turner,SD,14,15,3,12,1,0,0,1,-18,88,70,5,100,0,0,0,0,0,2021-06-26-DAL-SD
18,Sung,SD,12,10,0,10,0,1,0,1,20,0,20,0,0,0,0,0,0,0,2021-06-26-DAL-SD
19,Radlauer,SD,4,14,3,11,1,0,0,1,62,57,119,2,100,0,0,0,0,0,2021-06-26-DAL-SD
20,Milardovich,SD,11,18,4,14,2,0,0,1,49,91,140,7,87,0,1,0,0,0,2021-06-26-DAL-SD
21,Corbett,SD,7,18,7,11,0,1,0,1,75,30,105,9,100,0,0,0,0,0,2021-06-26-DAL-SD
22,Olson,DAL,22,21,20,1,1,0,0,0,130,46,176,37,97,1,1,0,0,0,2021-06-26-DAL-SD
23,Lewis,DAL,7,15,1,14,0,0,1,0,18,-6,12,2,66,0,1,0,0,0,2021-06-26-DAL-SD
24,Jackson,DAL,3,13,2,11,0,0,0,0,-32,65,33,8,100,0,0,0,0,0,2021-06-26-DAL-SD
25,Hernandez,DAL,23,13,1,12,0,0,0,0,2,-13,-11,5,100,0,0,0,0,0,2021-06-26-DAL-SD
26,Chambers,DAL,26,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-DAL-SD
27,Brouwer,DAL,10,9,0,9,0,0,0,0,10,10,20,2,100,0,0,0,0,0,2021-06-26-DAL-SD
28,Tran,SD,21,14,2,12,0,1,0,0,30,9,39,5,83,0,1,0,0,0,2021-06-26-DAL-SD
29,Silverman,SD,19,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-DAL-SD
30,Schakner,SD,94,14,1,13,0,0,0,0,6,5,11,2,100,1,0,0,0,0,2021-06-26-DAL-SD
31,Samu,SD,66,9,0,9,0,0,0,0,10,21,31,2,100,0,0,0,0,0,2021-06-26-DAL-SD
32,Leggio,SD,13,18,3,15,0,0,0,0,-11,-10,-21,8,100,1,0,0,0,0,2021-06-26-DAL-SD
33,Hume,SD,9,16,2,14,0,0,0,0,-1,10,9,2,100,0,0,0,0,0,2021-06-26-DAL-SD
34,Groth,SD,22,7,3,4,0,0,1,0,20,8,28,1,50,0,1,0,0,0,2021-06-26-DAL-SD
35,Hustad,DAL,15,10,1,9,0,0,0,-1,8,6,14,2,66,0,1,0,0,0,2021-06-26-DAL-SD
36,Taylor,DAL,73,15,3,12,0,0,0,-1,42,60,102,3,75,1,1,0,0,0,2021-06-26-DAL-SD
37,"Reinhardt, J",DAL,6,14,2,12,0,0,0,-1,21,0,21,0,0,0,1,0,0,0,2021-06-26-DAL-SD
38,Malecek,DAL,00,10,2,8,0,0,0,-1,-7,16,9,5,83,0,1,0,0,0,2021-06-26-DAL-SD
39,Cunningham,DAL,14,21,4,17,0,0,0,-1,50,19,69,7,87,1,1,0,0,0,2021-06-26-DAL-SD
0,Brodbeck,AUS,6,29,26,3,6,6,0,9,325,325,650,41,95,4,2,0,0,1,2021-06-26-AUS-SJ
1,Valsaraj,AUS,19,25,21,4,3,2,1,6,222,205,427,20,100,0,0,0,0,0,2021-06-26-AUS-SJ
2,Stone,AUS,71,28,25,3,3,1,2,6,8,35,43,10,100,0,0,0,0,0,2021-06-26-AUS-SJ
3,Earley,SJ,84,17,16,1,1,4,1,6,223,84,307,7,100,1,0,0,0,0,2021-06-26-AUS-SJ
4,Moore,SJ,9,22,20,2,1,6,0,6,276,65,341,12,92,2,1,0,0,0,2021-06-26-AUS-SJ
5,Laurence,SJ,51,21,14,7,1,3,2,6,158,80,238,9,100,1,0,0,0,0,2021-06-26-AUS-SJ
6,Kerr,SJ,66,31,24,7,2,2,4,6,241,335,576,29,96,2,1,0,0,1,2021-06-26-AUS-SJ
7,Walter,AUS,26,22,4,18,1,0,4,5,57,72,129,9,100,1,0,0,0,0,2021-06-26-AUS-SJ
8,"Heath, S",AUS,8,24,22,2,2,4,0,5,324,128,452,17,94,2,1,0,0,0,2021-06-26-AUS-SJ
9,Wylie,AUS,43,22,6,16,1,3,1,4,249,32,281,12,92,2,1,0,0,0,2021-06-26-AUS-SJ
10,Thorne,SJ,23,17,1,16,1,3,0,4,133,14,147,5,100,0,0,0,0,0,2021-06-26-AUS-SJ
11,Sanchez,SJ,22,25,23,2,3,1,1,4,113,159,272,14,93,3,1,0,0,0,2021-06-26-AUS-SJ
12,Williams,SJ,87,23,1,22,0,2,2,3,61,17,78,1,100,0,0,0,0,1,2021-06-26-AUS-SJ
13,"Thompson, S",SJ,18,27,24,3,4,4,0,3,340,267,607,19,82,3,4,0,0,1,2021-06-26-AUS-SJ
14,Tien,SJ,7,17,1,16,2,1,0,3,90,29,119,4,100,0,0,0,0,0,2021-06-26-AUS-SJ
15,Norden,SJ,3,27,25,2,7,0,0,3,122,385,507,40,90,4,4,0,0,0,2021-06-26-AUS-SJ
16,Miller,SJ,0,22,1,21,0,1,2,3,81,-4,77,4,100,1,0,0,0,0,2021-06-26-AUS-SJ
17,Slayton,AUS,17,25,13,12,0,5,0,2,172,25,197,16,94,2,1,0,0,2,2021-06-26-AUS-SJ
18,Purcell,AUS,3,15,6,9,2,0,0,2,50,138,188,18,100,0,0,0,0,0,2021-06-26-AUS-SJ
19,Potts,AUS,28,15,3,12,2,0,0,2,52,52,104,3,100,0,0,0,0,0,2021-06-26-AUS-SJ
20,DeLuna,AUS,7,18,3,15,0,2,0,2,51,24,75,1,100,0,0,0,0,0,2021-06-26-AUS-SJ
21,"Chang, P",SJ,43,19,1,18,1,0,1,2,-27,77,50,8,100,1,0,0,0,0,2021-06-26-AUS-SJ
22,Lung,SJ,48,23,2,21,3,0,0,2,13,54,67,9,90,0,1,0,0,0,2021-06-26-AUS-SJ
23,Sefton,AUS,24,20,19,1,1,0,0,1,87,103,190,25,100,0,0,0,0,0,2021-06-26-AUS-SJ
24,Keusch,AUS,22,23,11,12,0,0,2,1,93,15,108,8,88,1,1,0,0,0,2021-06-26-AUS-SJ
25,Gfroerer,AUS,25,10,0,10,0,0,1,1,5,20,25,2,100,1,0,0,0,0,2021-06-26-AUS-SJ
26,Bowman,AUS,4,25,7,18,1,0,1,1,111,52,163,13,92,2,1,0,0,0,2021-06-26-AUS-SJ
27,Fein,SJ,8,15,1,14,1,0,0,1,68,7,75,3,100,0,0,0,0,0,2021-06-26-AUS-SJ
28,Kissmann,SJ,,26,24,2,1,0,0,1,-3,171,168,23,100,3,0,0,0,0,2021-06-26-AUS-SJ
29,Crawford,SJ,5,16,1,15,0,0,1,1,-5,39,34,7,100,1,0,0,0,0,2021-06-26-AUS-SJ
30,"Heath, A",AUS,31,15,1,14,0,0,0,0,26,22,48,5,100,0,0,0,0,0,2021-06-26-AUS-SJ
31,Pien,SJ,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-AUS-SJ
32,Thahir,SJ,12,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-AUS-SJ
33,Levinsky,SJ,17,19,0,19,0,0,0,0,20,70,90,3,100,1,0,0,0,0,2021-06-26-AUS-SJ
34,Lewis,AUS,35,12,1,11,0,0,0,-1,17,39,56,4,80,0,1,0,0,0,2021-06-26-AUS-SJ
35,Bennett,AUS,2,21,7,14,1,0,0,-1,-9,176,167,26,92,1,2,0,0,0,2021-06-26-AUS-SJ
36,"Chang, S",SJ,30,10,1,9,0,1,0,-1,-15,40,25,4,66,1,2,0,0,0,2021-06-26-AUS-SJ
37,Sames,AUS,9,23,22,1,0,0,0,-2,71,166,237,29,96,2,1,0,0,1,2021-06-26-AUS-SJ
38,Clyde,AUS,52,12,2,10,0,0,1,-3,9,15,24,3,42,0,4,0,0,0,2021-06-26-AUS-SJ
39,Starkel,AUS,32,19,18,1,0,0,0,-4,-13,262,249,37,92,5,3,0,0,1,2021-06-26-AUS-SJ
0,Gross,IND,2,30,27,3,8,2,2,12,310,279,589,36,100,1,0,0,0,0,2021-06-26-CHI-IND
1,Janas,CHI,55,25,21,4,7,3,0,9,315,452,767,40,97,2,1,0,0,0,2021-06-26-CHI-IND
2,Arters,CHI,5,25,21,4,3,3,1,7,227,310,537,20,100,3,0,0,0,0,2021-06-26-CHI-IND
3,Schoch,CHI,31,25,2,23,4,1,1,6,27,170,197,16,100,0,0,0,1,0,2021-06-26-CHI-IND
4,North,CHI,13,25,21,4,6,1,0,6,161,360,521,21,95,1,1,0,0,0,2021-06-26-CHI-IND
5,Goff,CHI,11,26,4,22,1,2,2,5,178,214,392,17,100,3,0,0,0,0,2021-06-26-CHI-IND
6,Dynes,IND,45,24,15,9,0,4,1,5,213,91,304,13,100,1,0,0,0,0,2021-06-26-CHI-IND
7,Burril,CHI,12,23,19,4,0,5,0,4,204,53,257,7,87,2,1,0,0,0,2021-06-26-CHI-IND
8,Romard,IND,15,26,24,2,0,4,0,4,380,-36,344,22,100,2,0,0,0,0,2021-06-26-CHI-IND
9,Jacobs,IND,7,29,28,1,3,2,0,4,269,268,537,22,100,5,0,0,0,1,2021-06-26-CHI-IND
10,Vallee,CHI,94,22,2,20,2,1,1,3,97,81,178,14,93,1,1,0,0,0,2021-06-26-CHI-IND
11,Tornabene,CHI,21,23,2,21,0,2,1,3,49,-1,48,2,100,0,0,0,0,0,2021-06-26-CHI-IND
12,Artemakis,CHI,2,25,21,4,1,2,0,3,360,1,361,16,100,4,0,0,0,0,2021-06-26-CHI-IND
13,Curran,IND,18,21,5,16,1,1,1,3,79,55,134,4,100,1,0,0,0,0,2021-06-26-CHI-IND
14,Martin,CHI,20,21,1,20,0,2,0,2,36,-6,30,7,100,0,0,0,0,0,2021-06-26-CHI-IND
15,Jaffe,CHI,42,21,2,19,1,0,1,2,60,43,103,5,100,1,0,0,0,0,2021-06-26-CHI-IND
16,Gallagher,CHI,17,11,1,10,0,1,1,2,-13,67,54,10,100,1,0,0,0,0,2021-06-26-CHI-IND
17,Furse,CHI,9,25,2,23,0,2,0,2,58,11,69,11,100,1,0,0,0,0,2021-06-26-CHI-IND
18,Henderson,IND,14,27,21,6,2,1,0,2,135,223,358,41,97,1,1,0,0,0,2021-06-26-CHI-IND
19,Herrera,CHI,8,23,19,4,0,1,0,1,11,162,173,24,100,1,0,0,0,0,2021-06-26-CHI-IND
20,Barker,CHI,25,26,21,5,1,2,0,1,197,135,332,21,91,4,2,0,0,0,2021-06-26-CHI-IND
21,Phillips,IND,25,11,3,8,0,1,0,1,37,20,57,1,100,0,0,0,0,0,2021-06-26-CHI-IND
22,Zetsch,IND,29,13,1,12,0,0,1,1,-3,6,3,3,100,0,0,0,0,0,2021-06-26-CHI-IND
23,Khoe,IND,77,7,3,4,1,0,0,1,18,49,67,3,100,0,0,0,0,0,2021-06-26-CHI-IND
24,Hutton,IND,20,20,5,15,2,0,0,1,27,162,189,15,93,1,1,0,0,0,2021-06-26-CHI-IND
25,Fella,IND,52,27,8,19,0,1,1,1,104,31,135,9,90,2,1,0,0,0,2021-06-26-CHI-IND
26,Woods,CHI,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-CHI-IND
27,Rivas,CHI,27,17,1,16,1,0,0,0,33,-8,25,9,90,1,1,0,0,0,2021-06-26-CHI-IND
28,Johnson,CHI,0,11,0,11,0,0,0,0,47,-4,43,1,100,0,0,0,0,0,2021-06-26-CHI-IND
29,Gubernick,CHI,71,9,0,9,0,0,0,0,4,14,18,2,100,0,0,0,0,0,2021-06-26-CHI-IND
30,Frolich,CHI,36,19,1,18,0,0,0,0,5,3,8,2,100,0,0,0,0,0,2021-06-26-CHI-IND
31,Venegas,IND,99,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-CHI-IND
32,Walsh,IND,9,22,21,1,1,2,0,0,167,276,443,33,91,2,3,0,0,0,2021-06-26-CHI-IND
33,Hardesty,IND,60,3,3,0,0,0,0,0,21,13,34,2,100,0,0,0,0,0,2021-06-26-CHI-IND
34,Hamilton,IND,69,12,3,9,0,0,0,0,10,6,16,1,100,1,0,0,0,0,2021-06-26-CHI-IND
35,Ginet,IND,51,16,6,10,0,0,0,0,-1,32,31,12,100,0,0,0,0,0,2021-06-26-CHI-IND
36,Coniaris,IND,8,21,13,8,0,1,0,0,85,13,98,5,100,0,0,0,0,1,2021-06-26-CHI-IND
37,Mock,IND,21,10,3,7,0,0,0,-1,26,-4,22,1,50,0,1,0,0,0,2021-06-26-CHI-IND
38,Payne,IND,23,36,26,10,0,0,1,-2,51,269,320,51,96,3,2,0,0,1,2021-06-26-CHI-IND
39,Carpenter,IND,37,27,19,8,2,1,0,-2,51,227,278,31,86,0,5,0,0,0,2021-06-26-CHI-IND
0,Stubbs,ATL,19,22,18,4,7,1,1,9,195,290,485,29,100,4,0,0,0,0,2021-06-26-PHI-ATL
1,Fairley,ATL,5,15,3,12,3,3,1,7,96,111,207,10,100,2,0,0,0,0,2021-06-26-PHI-ATL
2,Davis,ATL,80,22,17,5,3,4,1,6,339,120,459,16,88,0,2,0,0,0,2021-06-26-PHI-ATL
3,Martin,PHI,4,26,24,2,1,5,0,4,325,-42,283,25,92,1,2,0,0,0,2021-06-26-PHI-ATL
4,"Taylor, A",ATL,2,19,17,2,2,4,0,4,277,196,473,25,92,1,2,0,0,0,2021-06-26-PHI-ATL
5,Smith,ATL,12,20,15,5,1,3,0,4,128,98,226,9,100,2,0,0,0,0,2021-06-26-PHI-ATL
6,Hulsmeyer,ATL,6,18,2,16,2,1,1,4,96,75,171,10,100,2,0,0,0,0,2021-06-26-PHI-ATL
7,Sands,PHI,41,9,8,1,2,1,0,3,84,153,237,15,100,2,0,0,0,0,2021-06-26-PHI-ATL
8,Mott,PHI,81,27,24,3,3,3,0,3,253,98,351,39,92,2,3,0,0,0,2021-06-26-PHI-ATL
9,Jaime,ATL,55,17,15,2,2,1,0,3,172,8,180,8,100,1,0,0,0,0,2021-06-26-PHI-ATL
10,Bray,ATL,7,21,17,4,2,2,0,3,134,435,569,27,96,3,1,0,0,0,2021-06-26-PHI-ATL
11,Arcata,PHI,22,23,21,2,6,0,0,2,293,396,689,41,91,1,3,1,0,0,2021-06-26-PHI-ATL
12,"Taylor, K",ATL,9,14,1,13,0,0,2,2,14,4,18,2,100,0,0,0,0,0,2021-06-26-PHI-ATL
13,Ramsey,ATL,36,13,1,12,0,1,1,2,71,4,75,3,100,0,0,0,0,0,2021-06-26-PHI-ATL
14,Witmer,PHI,50,17,4,13,0,0,1,1,13,5,18,1,100,0,0,0,0,0,2021-06-26-PHI-ATL
15,Owens,PHI,88,23,11,12,0,1,2,1,68,131,199,18,90,1,2,0,0,0,2021-06-26-PHI-ATL
16,Little,PHI,25,12,1,11,1,0,0,1,23,59,82,2,100,0,0,0,0,0,2021-06-26-PHI-ATL
17,Hanna,PHI,39,20,20,0,0,2,0,1,231,59,290,16,94,2,1,0,0,0,2021-06-26-PHI-ATL
18,Glazer,PHI,14,18,17,1,1,1,0,1,124,79,203,17,100,2,0,0,0,1,2021-06-26-PHI-ATL
19,Esser,PHI,10,14,2,12,0,1,0,1,60,1,61,3,100,0,0,0,0,0,2021-06-26-PHI-ATL
20,DiGiorgio,PHI,45,12,3,9,0,0,1,1,9,22,31,5,100,0,0,0,0,0,2021-06-26-PHI-ATL
21,Butrica,PHI,70,10,3,7,1,1,0,1,40,16,56,3,75,0,1,0,0,0,2021-06-26-PHI-ATL
22,Spinks,ATL,87,13,1,12,0,0,1,1,16,32,48,2,100,1,0,0,0,0,2021-06-26-PHI-ATL
23,Robinson,ATL,22,15,1,14,0,0,3,1,17,36,53,6,75,0,2,0,0,0,2021-06-26-PHI-ATL
24,Polk,ATL,14,15,1,14,0,0,1,1,112,17,129,6,100,0,0,0,0,0,2021-06-26-PHI-ATL
25,Pierce,ATL,4,12,10,2,0,1,0,1,24,127,151,13,100,1,0,0,0,0,2021-06-26-PHI-ATL
26,Olsen,ATL,8,17,2,15,0,1,0,1,32,33,65,10,100,2,0,0,0,0,2021-06-26-PHI-ATL
27,Ekwurtzel,ATL,32,16,1,15,0,1,1,1,75,70,145,7,87,1,1,0,0,0,2021-06-26-PHI-ATL
28,Burns,ATL,81,22,2,20,1,1,0,1,36,29,65,4,80,1,1,0,0,0,2021-06-26-PHI-ATL
29,Michel,PHI,23,12,1,11,0,0,0,0,22,-16,6,2,100,0,0,0,0,0,2021-06-26-PHI-ATL
30,Pollard,PHI,17,14,4,10,0,1,0,0,14,10,24,2,66,0,1,0,0,0,2021-06-26-PHI-ATL
31,Nardelli,PHI,99,24,20,4,1,1,0,0,-1,132,131,24,92,0,2,0,0,0,2021-06-26-PHI-ATL
32,Masino,PHI,26,15,3,12,0,0,0,0,14,6,20,2,100,0,0,0,0,0,2021-06-26-PHI-ATL
33,Lillis,PHI,3,12,2,10,0,0,0,0,0,39,39,6,100,0,0,0,0,0,2021-06-26-PHI-ATL
34,Williams,ATL,11,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-PHI-ATL
35,Kunsa,ATL,10,16,14,2,1,0,1,0,122,203,325,24,92,2,2,0,0,0,2021-06-26-PHI-ATL
36,Heyman,PHI,44,16,4,12,0,0,0,-1,65,58,123,6,85,1,1,0,0,0,2021-06-26-PHI-ATL
37,Ellis,PHI,93,5,1,4,0,0,0,-1,-3,9,6,1,50,0,1,0,0,0,2021-06-26-PHI-ATL
38,Damiano,PHI,0,25,24,1,1,0,0,-1,-34,387,353,56,96,4,2,0,0,0,2021-06-26-PHI-ATL
39,Miller,ATL,18,17,1,16,0,0,0,-2,23,92,115,13,86,0,2,0,0,0,2021-06-26-PHI-ATL
0,Osgar,NY,2,22,19,3,3,4,0,7,332,53,385,36,100,3,0,0,0,0,2021-06-26-TB-NY
1,Jagt,NY,4,27,19,8,4,3,2,7,294,166,460,17,89,2,2,0,0,0,2021-06-26-TB-NY
2,Plunkett,TB,96,27,24,3,3,3,0,6,287,166,453,22,100,2,0,0,0,0,2021-06-26-TB-NY
3,Patel,TB,25,26,24,2,1,4,0,5,223,39,262,17,100,1,0,0,0,0,2021-06-26-TB-NY
4,Stevens,NY,17,21,18,3,1,4,0,5,90,0,90,3,100,1,0,0,0,0,2021-06-26-TB-NY
5,O'Bryan,TB,2,34,25,9,4,4,0,4,165,403,568,55,93,3,4,0,0,0,2021-06-26-TB-NY
6,"Drost, M",NY,16,20,1,19,1,0,3,4,118,-15,103,8,100,0,0,0,0,0,2021-06-26-TB-NY
7,Wodach,TB,00,30,25,5,2,3,1,3,198,111,309,22,95,1,0,1,0,2,2021-06-26-TB-NY
8,Roney,TB,3,7,7,0,2,0,2,3,34,116,150,19,95,0,1,0,0,0,2021-06-26-TB-NY
9,Lithio,NY,54,12,11,1,2,1,0,3,113,78,191,5,100,1,0,0,0,0,2021-06-26-TB-NY
10,Kline,NY,10,11,8,3,0,3,0,3,68,26,94,2,100,0,0,0,0,0,2021-06-26-TB-NY
11,Babbitt,NY,87,18,2,16,0,3,0,3,110,41,151,3,100,0,0,0,0,0,2021-06-26-TB-NY
12,Cohen,TB,93,18,15,3,1,1,0,2,109,122,231,21,100,3,0,0,0,0,2021-06-26-TB-NY
13,Chard,TB,75,23,16,7,0,3,0,2,124,21,145,13,100,1,0,0,0,1,2021-06-26-TB-NY
14,Stanton,NY,8,13,0,13,0,1,1,2,10,0,10,0,0,0,0,0,0,0,2021-06-26-TB-NY
15,Alorro,NY,30,17,1,16,3,0,0,2,48,30,78,5,83,0,1,0,0,0,2021-06-26-TB-NY
16,Clary,TB,10,16,3,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021-06-26-TB-NY
17,Williams,NY,11,25,19,6,1,2,0,1,265,97,362,31,93,1,2,0,0,0,2021-06-26-TB-NY
18,Rueschemeyer-Bailey,NY,9,21,18,3,2,0,0,1,-30,270,240,32,100,1,0,0,0,1,2021-06-26-TB-NY
19,Ouellette,NY,14,11,0,11,0,1,0,1,13,0,13,0,0,0,0,0,0,0,2021-06-26-TB-NY
20,Olcese,NY,22,10,0,10,1,0,0,1,3,38,41,4,100,0,0,0,0,0,2021-06-26-TB-NY
21,Chartock,NY,3,22,19,3,3,0,0,1,124,540,664,55,96,7,2,0,0,0,2021-06-26-TB-NY
22,Chun Moy,NY,5,16,0,16,1,0,1,1,67,83,150,4,80,2,1,0,0,0,2021-06-26-TB-NY
23,Lootens,TB,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-TB-NY
24,Travaglini,TB,15,20,4,16,0,0,1,0,11,28,39,6,85,0,1,0,0,0,2021-06-26-TB-NY
25,Wachob,TB,29,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-TB-NY
26,Hebert,TB,54,11,1,10,0,0,0,0,0,11,11,1,100,0,0,0,0,0,2021-06-26-TB-NY
27,Guerrero,TB,95,9,3,6,0,0,0,0,7,17,24,2,100,1,0,0,0,0,2021-06-26-TB-NY
28,Focchi,TB,17,5,1,4,0,0,0,0,15,0,15,1,100,0,0,0,0,0,2021-06-26-TB-NY
29,Diehl ,TB,5,15,2,13,0,0,0,0,5,6,11,1,100,0,0,0,0,0,2021-06-26-TB-NY
30,Bordelon,TB,12,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-26-TB-NY
31,Arbutine,TB,97,19,4,15,0,0,1,0,31,-3,28,2,66,0,1,0,0,0,2021-06-26-TB-NY
32,"Feder, S",NY,31,19,1,18,0,1,0,0,91,42,133,4,80,0,1,0,0,0,2021-06-26-TB-NY
33,Weintraub,NY,61,13,1,12,0,0,0,0,-1,94,93,7,100,3,0,0,0,0,2021-06-26-TB-NY
34,LeMar,NY,12,16,1,15,1,1,0,0,11,212,223,11,84,1,2,0,0,0,2021-06-26-TB-NY
35,Katz,NY,28,17,2,15,1,0,0,0,44,70,114,5,83,0,1,0,0,0,2021-06-26-TB-NY
36,Ley,TB,9,28,26,2,5,0,1,-1,227,471,698,55,88,4,7,0,0,0,2021-06-26-TB-NY
37,Gaines,TB,24,10,2,8,0,0,0,-1,0,10,10,1,100,0,0,0,0,1,2021-06-26-TB-NY
38,Holmes,NY,23,14,0,14,0,0,0,-2,51,0,51,0,0,0,2,0,0,0,2021-06-26-TB-NY
39,Dummeldinger,TB,7,18,13,5,0,0,0,-3,117,35,152,7,87,1,1,0,0,2,2021-06-26-TB-NY
0,Vogt,MIN,8,18,13,5,1,6,2,9,331,43,374,12,100,2,0,0,0,0,2021-06-26-DET-MIN
1,Havey,DET,26,25,24,1,1,5,0,6,236,58,294,24,100,4,0,0,0,0,2021-06-26-DET-MIN
2,Linehan,MIN,0,17,10,7,3,3,1,6,132,147,279,12,92,0,1,0,0,0,2021-06-26-DET-MIN
3,Sjogren,DET,99,26,25,1,2,6,0,5,521,58,579,26,92,3,2,0,0,1,2021-06-26-DET-MIN
4,Vohnoutka,MIN,3,23,3,20,3,2,0,5,134,113,247,15,100,0,0,0,0,0,2021-06-26-DET-MIN
5,Cubitt,DET,1,26,25,1,4,0,0,4,57,219,276,51,100,0,0,0,0,0,2021-06-26-DET-MIN
6,Ishaque,MIN,42,14,0,14,0,1,3,4,56,-8,48,2,100,0,0,0,0,0,2021-06-26-DET-MIN
7,Weinberg,MIN,18,20,15,5,4,1,0,4,139,123,262,16,94,3,1,0,0,0,2021-06-26-DET-MIN
8,Leonard,MIN,17,18,3,15,2,2,0,4,78,54,132,11,100,1,0,0,0,0,2021-06-26-DET-MIN
9,Jordan,MIN,10,19,14,5,2,2,1,4,181,41,222,8,88,1,1,0,0,0,2021-06-26-DET-MIN
10,McCutcheon,MIN,20,20,2,18,1,1,1,3,75,10,85,7,100,0,0,0,0,0,2021-06-26-DET-MIN
11,Jurek,MIN,13,20,15,5,2,2,0,3,98,126,224,10,100,1,0,0,0,1,2021-06-26-DET-MIN
12,Brandt,MIN,1,17,12,5,1,3,1,3,74,51,125,13,86,0,2,0,0,0,2021-06-26-DET-MIN
13,Maynard,DET,3,24,23,1,3,0,0,2,70,84,154,9,90,0,1,0,0,0,2021-06-26-DET-MIN
14,Kenniv,DET,15,19,18,1,1,2,0,2,135,53,188,11,91,3,1,0,0,0,2021-06-26-DET-MIN
15,Matis,MIN,61,14,0,14,0,0,2,2,19,4,23,4,100,0,0,0,0,0,2021-06-26-DET-MIN
16,Poletto,MIN,94,19,17,2,4,0,0,2,52,202,254,34,94,3,2,0,0,0,2021-06-26-DET-MIN
17,Roy,MIN,32,23,14,9,1,1,1,2,-6,200,194,40,97,4,1,0,0,0,2021-06-26-DET-MIN
18,Klane,MIN,29,20,12,8,4,0,0,2,48,212,260,22,95,3,1,0,0,1,2021-06-26-DET-MIN
19,Schwieterman,DET,54,9,9,0,0,1,0,1,50,4,54,7,100,0,0,0,0,0,2021-06-26-DET-MIN
20,Mitchuson ,DET,36,14,2,12,0,1,1,1,30,13,43,2,100,0,0,0,0,1,2021-06-26-DET-MIN
21,Stanish,DET,61,20,7,13,0,0,1,1,30,-18,12,2,100,0,0,0,0,0,2021-06-26-DET-MIN
22,DeClerck,MIN,54,23,1,22,1,1,0,1,110,7,117,6,85,2,1,0,0,0,2021-06-26-DET-MIN
23,Kittlesen,MIN,34,13,0,13,0,0,1,1,26,5,31,5,100,0,0,0,0,0,2021-06-26-DET-MIN
