YEAR - TEAM,GAMES,POINTS_PLAYED,MINUTES,ASSISTSS,GOALS,BLOCKS,P/M,COMPLETIONS,COMPLETION_PERCENT,THROWING_YARDS,RECEIVING_YARDS,HOCKEY_ASSISTS,TURNS,STALLS,DROPS,CALLAHANS,HUCKS,HUCK_PERCENT,OFFESNIVE_PP,DEFENSIVE_PP,PULLS,PULL_PERCENT,PULL_HANGTIME,NAME,SEASON
2019 - DAL,3,73,76,17,4,2,19,152,97.44,--,--,6,4,0,0,0,--,--,68,5,1,50,--,Abe Coffin,post-season
2017 - DAL,3,62,65,2,9,1,9,38,95,--,--,0,2,0,1,0,--,--,54,8,0,--,--,Abe Coffin,post-season
2016 - MAD,2,33,27,2,1,2,4,20,90.91,--,--,3,1,0,0,0,--,--,5,28,0,--,--,Abe Coffin,post-season
Career,9,193,190,24,15,5,35,222,96.1,190,98,10,8,0,1,0,2,66.67,144,49,5,83.33,8.09,Abe Coffin,post-season
2019 - DAL,6,70,73,0,1,4,2,37,88.1,--,--,3,3,0,0,0,--,--,13,57,1,100,5.88,Abe Gambert,regular season
2019 - DAL,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,1,0,--,--,Abe Gambert,post-season
2015 - CHA,10,117,86,3,3,3,3,17,80.95,--,--,2,4,0,2,0,--,--,32,85,0,--,--,Adam Bostian,regular season
2016 - LA,4,63,53,3,0,2,3,53,94.64,--,--,5,2,0,0,0,--,--,26,37,0,--,--,Adam Bronstein,regular season
2014 - SEA,13,254,274,12,9,10,12,314,93.18,--,--,21,19,0,0,0,--,--,202,52,0,--,--,Adam Bronstein,regular season
Career,17,317,327,15,9,12,15,367,93.38,--,--,26,21,0,0,0,--,--,228,89,0,--,--,Adam Bronstein,regular season
2015 - SJ,1,7,1,0,1,0,1,0,0,--,--,0,0,0,0,0,--,--,0,7,0,--,--,Adam Brown,regular season
2021 - PIT,6,135,143,6,4,4,3,140,93.33,607,230,9,9,0,2,0,1,25,112,23,1,100,4.96,Adam Burgess,regular season
2019 - PIT,9,138,131,7,4,5,8,106,93.81,--,--,2,7,1,1,0,--,--,65,73,15,83.33,6.09,Adam Burgess,regular season
2018 - ATL,2,18,13,0,0,0,-1,6,75,--,--,1,1,0,0,0,--,--,9,9,0,--,--,Adam Burgess,regular season
Career,17,291,288,13,8,9,10,252,92.99,607,230,12,17,1,3,0,1,25,186,105,16,84.21,5.99,Adam Burgess,regular season
2019 - PIT,2,20,19,1,0,2,3,10,100,--,--,0,0,0,0,0,--,--,6,14,0,--,--,Adam Burgess,post-season
2019 - TB,8,193,218,9,8,3,11,265,95.67,--,--,21,9,0,0,0,--,--,85,108,5,100,4.01,Adam Carr,regular season
2018 - TB,13,304,295,11,13,10,23,273,94.79,--,--,24,11,0,0,0,--,--,100,204,5,100,--,Adam Carr,regular season
Career,21,497,513,20,21,13,34,538,95.22,--,--,45,20,0,0,0,--,--,185,312,10,100,4.01,Adam Carr,regular season
2018 - SEA,5,92,75,7,4,1,9,31,88.57,--,--,1,2,0,1,0,--,--,11,81,15,88.24,5.65,Adam Choi,regular season
2018 - MAD,5,93,82,5,3,3,8,110,95.65,--,--,7,3,1,0,0,--,--,19,74,2,100,7.4,Adam Drews,regular season
2017 - MAD,6,91,91,7,8,4,8,101,91.82,--,--,12,9,1,2,0,--,--,44,47,0,--,--,Adam Drews,regular season
2016 - MAD,8,126,132,7,9,5,9,150,93.75,--,--,15,8,0,4,0,--,--,68,58,3,100,5.27,Adam Drews,regular season
2015 - MAD,13,205,216,23,9,7,18,266,91.1,--,--,26,20,1,1,0,--,--,41,164,8,100,5.46,Adam Drews,regular season
2014 - MAD,13,202,203,15,7,4,6,234,91.76,--,--,23,18,0,2,1,--,--,44,158,3,100,0.87,Adam Drews,regular season
Career,45,717,727,57,36,23,49,861,92.38,--,--,83,58,3,9,1,--,--,216,501,16,100,4.59,Adam Drews,regular season
2018 - MAD,3,44,52,2,2,1,1,57,93.44,--,--,5,4,0,0,0,--,--,11,33,22,95.65,6.23,Adam Drews,post-season
2017 - MAD,1,14,15,1,0,0,1,6,100,--,--,0,0,0,0,0,--,--,7,7,2,100,6.47,Adam Drews,post-season
2016 - MAD,2,32,39,1,1,0,0,45,95.74,--,--,3,2,0,0,0,--,--,28,4,0,--,--,Adam Drews,post-season
2015 - MAD,3,43,43,4,2,1,1,53,88.33,--,--,4,6,0,0,0,--,--,14,29,0,--,--,Adam Drews,post-season
2014 - MAD,2,32,33,3,1,0,-1,37,90.24,--,--,1,4,0,1,0,--,--,9,23,0,--,--,Adam Drews,post-season
Career,11,165,185,11,6,2,2,198,92.09,--,--,13,16,0,1,0,--,--,69,96,24,96,6.25,Adam Drews,post-season
2015 - PHI,4,54,48,3,1,4,5,9,75,--,--,1,3,0,0,0,--,--,17,37,0,--,--,Adam Goldberg,regular season
2012 - RIR,13,111,0,16,21,4,17,131,87.92,--,--,0,18,0,6,0,--,--,56,55,0,--,--,Adam Johnston,regular season
2018 - TB,1,10,5,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,1,9,0,--,--,Adam Lapikas,regular season
2021 - ATL,8,102,109,3,0,2,2,45,93.75,414,111,3,3,0,0,0,2,66.67,10,92,4,80,6.2,Adam Miller,regular season
2021 - TOR,4,41,45,0,0,0,0,6,100,28,29,1,0,0,0,0,0,0,0,41,0,--,--,Adam O'Donnell,regular season
2019 - OTT,12,195,197,3,12,1,4,118,92.91,--,--,15,7,0,5,0,--,--,173,22,0,--,--,Adam O'Donnell,regular season
2018 - OTT,11,166,137,10,9,3,15,104,93.69,--,--,13,4,0,3,0,--,--,137,29,0,--,--,Adam O'Donnell,regular season
Career,27,402,379,13,21,4,19,228,93.44,28,29,29,11,0,8,0,0,0,310,92,0,--,--,Adam O'Donnell,regular season
2021 - TOR,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,--,--,Adam O'Donnell,post-season
2016 - NSH,13,182,159,2,7,1,2,46,88.46,--,--,7,3,0,5,0,--,--,100,82,2,100,4.99,Adam Paicely,regular season
2016 - SF,9,145,120,7,5,6,12,90,92.78,--,--,8,6,1,0,0,--,--,44,101,3,75,5.68,Adam Raty,regular season
2015 - SF,2,3,1,0,0,0,0,2,66.67,--,--,1,0,0,0,0,--,--,1,2,0,--,--,Adam Raty,regular season
2014 - SF,12,206,219,8,13,9,11,121,86.43,--,--,11,16,0,3,0,--,--,67,139,11,100,5.65,Adam Raty,regular season
Career,23,354,342,15,18,15,23,213,88.75,--,--,20,22,1,3,0,--,--,112,242,14,93.33,5.65,Adam Raty,regular season
2014 - SF,1,15,17,3,0,0,2,13,92.86,--,--,0,1,1,0,0,--,--,8,7,2,100,7.4,Adam Raty,post-season
2017 - JAX,5,44,26,1,1,0,2,19,100,--,--,0,0,0,0,0,--,--,1,43,0,--,--,Adam Russell,regular season
2016 - JAX,14,192,169,8,2,7,2,122,89.05,--,--,6,14,0,1,0,--,--,27,165,0,--,--,Adam Russell,regular season
2015 - CHA,12,244,250,18,5,10,2,217,87.15,--,--,15,28,0,3,0,--,--,109,135,3,75,5.45,Adam Russell,regular season
Career,31,480,447,27,8,17,6,358,88.4,--,--,21,42,0,4,0,--,--,137,343,3,75,5.45,Adam Russell,regular season
2021 - SEA,6,93,107,11,3,2,6,134,91.78,990,465,8,10,0,0,0,3,30,65,28,24,100,7.56,Adam Simon,regular season
2017 - SEA,8,177,152,20,9,1,13,274,93.2,--,--,17,17,0,0,0,--,--,159,18,0,--,--,Adam Simon,regular season
2016 - SEA,10,249,221,20,19,8,31,157,89.71,--,--,11,15,0,1,0,--,--,186,63,22,100,6.36,Adam Simon,regular season
2015 - SEA,9,212,199,15,14,3,21,124,91.18,--,--,6,8,1,3,0,--,--,127,85,20,100,6.58,Adam Simon,regular season
Career,33,731,680,66,45,14,71,689,91.74,990,465,42,50,1,4,0,3,30,537,194,66,100,6.86,Adam Simon,regular season
2016 - CIN,3,38,35,2,0,1,-1,23,82.14,--,--,0,4,0,0,0,--,--,10,28,0,--,--,Adam Turner,regular season
2021 - TB,8,150,166,0,13,2,8,66,91.67,133,1154,8,6,0,1,0,0,0,135,15,0,--,--,Adam Vinson,regular season
2019 - TB,6,111,109,4,14,2,14,60,93.75,--,--,3,4,0,2,0,--,--,83,28,0,--,--,Adam Vinson,regular season
2018 - TB,6,58,62,0,2,1,-1,25,89.29,--,--,2,2,1,2,0,--,--,22,36,2,100,--,Adam Vinson,regular season
Career,20,319,338,4,29,5,21,151,92.07,133,1154,13,12,1,5,0,0,0,240,79,2,100,--,Adam Vinson,regular season
2014 - SEA,12,261,270,14,2,6,-7,235,89.02,--,--,11,26,0,3,0,--,--,74,187,1,100,1.58,Adlai Felser,regular season
2021 - ATL,4,49,51,1,0,2,3,8,100,99,28,1,0,0,0,0,0,0,2,47,1,50,--,Adnan Raslan,regular season
2018 - PIT,4,48,48,1,1,1,3,10,90.91,--,--,0,0,0,0,0,--,--,8,40,1,100,4.02,Adnan Raslan,regular season
2017 - DET,7,89,79,1,2,5,-3,22,73.33,--,--,1,8,0,3,0,--,--,16,73,13,100,6.81,Adnan Raslan,regular season
2016 - DET,5,86,71,3,3,4,6,52,94.55,--,--,4,3,0,1,0,--,--,54,32,2,100,--,Adnan Raslan,regular season
Career,20,272,250,6,6,12,9,92,88.46,99,28,6,11,0,4,0,0,0,80,192,17,94.44,5.42,Adnan Raslan,regular season
2016 - CHI,11,225,240,18,1,6,1,440,94.02,--,--,22,21,0,3,0,--,--,191,34,9,90,6.18,Adrian King,regular season
2015 - CHI,12,211,259,13,10,4,13,253,90.36,--,--,15,14,0,0,0,--,--,166,45,13,100,5.56,Adrian King,regular season
Career,23,436,500,31,11,10,14,693,92.65,--,--,37,35,0,3,0,--,--,357,79,22,95.65,5.64,Adrian King,regular season
2014 - MAD,10,121,124,2,2,3,6,21,100,--,--,4,0,0,1,0,--,--,7,114,0,--,--,Adrian Reif,regular season
2013 - MAD,15,232,0,13,8,9,20,102,93.58,--,--,0,6,1,4,0,--,--,67,165,2,100,--,Adrian Reif,regular season
Career,25,353,124,15,10,12,26,123,94.62,--,--,4,6,1,5,0,--,--,74,279,2,100,--,Adrian Reif,regular season
2014 - MAD,2,26,29,1,1,1,3,10,100,--,--,2,0,0,0,0,--,--,5,21,0,--,--,Adrian Reif,post-season
2013 - MAD,3,27,0,1,2,2,4,9,100,--,--,0,0,0,1,0,--,--,4,23,0,--,--,Adrian Reif,post-season
Career,5,53,29,2,3,3,7,19,100,--,--,2,0,0,1,0,--,--,9,44,0,--,--,Adrian Reif,post-season
2019 - TOR,7,139,126,9,9,0,10,179,95.72,--,--,18,8,0,0,0,--,--,111,28,0,--,--,Adrian Yearwood,regular season
2018 - TOR,10,176,164,17,4,1,8,169,92.35,--,--,15,12,1,2,0,--,--,162,14,0,--,--,Adrian Yearwood,regular season
2017 - TOR,12,241,231,26,14,4,22,252,94.38,--,--,19,15,0,7,0,--,--,200,41,0,--,--,Adrian Yearwood,regular season
2016 - TOR,13,273,261,31,18,5,31,302,92.07,--,--,28,21,1,2,1,--,--,164,109,0,--,--,Adrian Yearwood,regular season
2015 - TOR,13,276,253,39,18,7,44,375,93.75,--,--,32,19,0,1,0,--,--,179,97,1,100,4.77,Adrian Yearwood,regular season
2014 - TOR,9,160,157,6,7,3,5,194,94.17,--,--,18,10,0,1,0,--,--,109,51,0,--,--,Adrian Yearwood,regular season
2013 - TOR,6,77,0,16,4,10,24,129,95.56,--,--,0,6,0,0,0,--,--,37,40,0,--,--,Adrian Yearwood,regular season
Career,70,1342,1194,144,74,30,144,1600,93.79,--,--,130,91,2,13,1,--,--,962,380,1,100,4.77,Adrian Yearwood,regular season
2017 - TOR,3,62,51,7,6,0,12,78,98.73,--,--,2,1,1,0,0,--,--,58,4,0,--,--,Adrian Yearwood,post-season
2016 - TOR,2,43,47,3,3,0,1,68,93.15,--,--,7,5,0,0,0,--,--,38,5,0,--,--,Adrian Yearwood,post-season
2015 - TOR,1,28,24,2,2,0,1,48,96,--,--,2,1,0,2,0,--,--,24,4,0,--,--,Adrian Yearwood,post-season
2014 - TOR,2,34,30,7,1,2,7,58,95.08,--,--,7,3,0,0,0,--,--,27,7,0,--,--,Adrian Yearwood,post-season
2013 - TOR,2,36,0,5,3,1,7,63,98.44,--,--,0,1,0,1,0,--,--,27,9,0,--,--,Adrian Yearwood,post-season
Career,10,203,154,24,15,3,28,315,96.33,--,--,18,11,1,3,0,--,--,174,29,0,--,--,Adrian Yearwood,post-season
2019 - SD,6,62,63,1,2,0,3,13,100,--,--,0,0,0,0,0,--,--,0,62,0,--,--,Aidan Hall,regular season
2018 - SD,6,62,58,0,2,0,1,11,100,--,--,1,0,0,1,0,--,--,2,60,0,--,--,Aidan Hall,regular season
Career,12,124,122,1,4,0,4,24,100,--,--,1,0,0,1,0,--,--,2,122,0,--,--,Aidan Hall,regular season
2018 - OTT,8,110,83,2,2,5,8,18,94.74,--,--,2,0,0,1,0,--,--,9,101,0,--,--,Aidan Hayter,regular season
2021 - SEA,10,146,154,5,10,10,13,32,71.11,393,725,6,11,0,1,0,3,37.5,7,139,26,96.3,6.72,Aidan Lopez-Escarez,regular season
2019 - IND,1,17,16,0,0,0,-1,2,66.67,--,--,0,1,0,0,0,--,--,4,13,0,--,--,AJ Humbert,regular season
2018 - TB,6,28,19,1,0,0,1,3,100,--,--,0,0,0,0,0,--,--,2,26,3,100,7.38,AJ Jacoski,regular season
2016 - DC,11,184,175,8,10,9,22,65,89.04,--,--,6,5,0,0,0,--,--,11,173,100,96.15,5.93,AJ Jacoski,regular season
2015 - DC,8,124,100,4,5,5,7,33,86.84,--,--,5,5,0,2,0,--,--,22,102,36,94.74,5.92,AJ Jacoski,regular season
2014 - DC,13,232,194,8,20,9,28,72,90,--,--,7,7,1,2,0,--,--,35,197,32,96.97,6.57,AJ Jacoski,regular season
Career,38,568,490,21,35,23,58,173,89.18,--,--,18,17,1,4,0,--,--,70,498,171,96.07,6,AJ Jacoski,regular season
2016 - DC,2,23,15,1,0,1,2,9,100,--,--,0,0,0,0,0,--,--,0,23,17,85,6.8,AJ Jacoski,post-season
2014 - DC,1,15,11,0,1,1,1,0,0,--,--,0,1,0,0,0,--,--,9,6,1,100,4.96,AJ Jacoski,post-season
Career,3,38,27,1,1,2,3,9,81.82,--,--,0,1,0,0,0,--,--,9,29,18,85.71,6.68,AJ Jacoski,post-season
2016 - SJ,1,11,7,0,0,1,1,0,0,--,--,0,0,0,0,0,--,--,1,10,0,--,--,AJ Lemons,regular season
2021 - DC,12,231,250,19,15,20,43,72,87.8,796,1180,5,8,0,3,1,6,60,17,214,113,95.76,7.04,AJ Merriman,regular season
2019 - DC,11,192,171,5,9,11,16,31,79.49,--,--,5,6,0,3,0,--,--,48,144,0,--,--,AJ Merriman,regular season
Career,23,423,421,24,24,31,59,103,85.12,796,1180,10,14,0,6,1,6,60,65,358,113,95.76,7.04,AJ Merriman,regular season
2021 - DC,1,15,20,0,1,0,1,4,100,13,54,0,0,0,0,0,0,0,1,14,4,100,6.77,AJ Merriman,post-season
2019 - DC,1,9,7,1,0,1,2,1,100,--,--,0,0,0,0,0,--,--,2,7,0,--,--,AJ Merriman,post-season
Career,2,24,28,1,1,1,3,5,100,13,54,0,0,0,0,0,0,0,3,21,4,100,6.77,AJ Merriman,post-season
2016 - CHI,11,242,277,9,34,7,30,355,93.92,--,--,21,15,0,5,0,--,--,191,51,1,100,4.83,AJ Nelson,regular season
2015 - CHI,7,162,170,10,32,8,41,147,94.84,--,--,14,7,0,2,0,--,--,128,34,0,--,--,AJ Nelson,regular season
2014 - CHI,13,251,263,21,43,16,63,223,91.77,--,--,19,13,0,4,0,--,--,177,74,0,--,--,AJ Nelson,regular season
2013 - CHI,15,366,0,28,84,22,119,339,96.58,--,--,0,11,1,4,0,--,--,203,163,0,--,--,AJ Nelson,regular season
Career,46,1021,710,68,193,53,253,1064,94.41,--,--,54,46,1,15,0,--,--,699,322,1,100,4.83,AJ Nelson,regular season
2014 - CHI,1,24,26,2,6,0,6,20,90.91,--,--,1,2,0,0,0,--,--,21,3,0,--,--,AJ Nelson,post-season
2013 - CHI,1,19,0,0,4,0,2,23,95.83,--,--,0,1,0,1,0,--,--,16,3,0,--,--,AJ Nelson,post-season
Career,2,43,26,2,10,0,8,43,93.48,--,--,1,3,0,1,0,--,--,37,6,0,--,--,AJ Nelson,post-season
2019 - TOR,12,254,255,28,26,5,40,167,87.89,--,--,23,19,0,0,0,--,--,213,41,0,--,--,Akifumi Muraoka,regular season
2019 - TOR,2,48,50,2,1,1,0,40,90.91,--,--,2,4,0,0,0,--,--,36,12,0,--,--,Akifumi Muraoka,post-season
2021 - PIT,10,122,129,1,3,0,2,7,77.78,17,110,0,2,0,0,0,0,0,2,120,1,100,3.55,Alan Gruntz,regular season
2017 - PHI,5,55,49,1,2,3,5,8,88.89,--,--,1,1,0,0,0,--,--,9,46,23,92,6.05,Alan Huels,regular season
2014 - CIN,10,218,210,2,6,11,15,30,90.91,--,--,2,3,0,1,0,--,--,44,174,156,90.7,5.58,Alan Huels,regular season
2013 - CIN,11,176,0,2,7,7,12,15,83.33,--,--,0,3,0,1,0,--,--,29,147,82,89.13,--,Alan Huels,regular season
Career,26,449,259,5,15,21,32,53,88.33,--,--,3,7,0,2,0,--,--,82,367,261,90.31,5.66,Alan Huels,regular season
2017 - DC,9,197,205,29,17,11,35,278,93.29,--,--,18,17,1,5,0,--,--,161,36,0,--,--,Alan Kolick,regular season
2016 - DC,9,227,215,24,20,10,41,219,93.99,--,--,14,10,2,3,0,--,--,99,128,0,--,--,Alan Kolick,regular season
Career,18,424,420,53,37,21,76,497,93.6,--,--,32,27,3,8,0,--,--,260,164,0,--,--,Alan Kolick,regular season
2017 - DC,2,47,47,3,2,0,3,73,97.33,--,--,5,2,1,0,0,--,--,36,11,0,--,--,Alan Kolick,post-season
2016 - DC,2,54,49,4,3,2,2,50,86.21,--,--,8,6,0,1,0,--,--,21,33,0,--,--,Alan Kolick,post-season
Career,4,101,96,7,5,2,5,123,92.48,--,--,13,8,1,1,0,--,--,57,44,0,--,--,Alan Kolick,post-season
2019 - MIN,9,140,129,9,2,4,5,105,92.11,--,--,3,9,0,1,0,--,--,31,109,0,--,--,Alan Scarth,regular season
2019 - NY,11,155,146,6,6,3,12,64,95.52,--,--,7,3,0,0,0,--,--,19,136,2,100,4.38,Albert Alarcon,regular season
2013 - NJH,8,119,0,14,11,8,17,101,90.99,--,--,0,10,0,6,0,--,--,69,50,0,--,--,Albert Alarcon,regular season
Career,19,274,146,20,17,11,29,165,92.7,--,--,7,13,0,6,0,--,--,88,186,2,100,4.38,Albert Alarcon,regular season
2019 - NY,3,32,38,0,1,1,2,10,100,--,--,0,0,0,0,0,--,--,0,32,1,100,1.2,Albert Alarcon,post-season
2018 - SEA,6,159,163,14,10,8,21,127,92.03,--,--,15,10,0,1,0,--,--,144,15,0,--,--,Aldous Root,regular season
2017 - SEA,7,142,139,4,14,0,14,50,96.15,--,--,4,2,0,2,0,--,--,65,77,0,--,--,Aldous Root,regular season
Career,13,301,303,18,24,8,35,177,93.16,--,--,19,12,0,3,0,--,--,209,92,0,--,--,Aldous Root,regular season
2021 - OTT,7,142,154,9,22,6,19,98,90.74,649,1706,10,10,1,8,0,1,100,137,5,0,--,--,Alec Arsenault,regular season
2019 - OTT,11,259,265,26,40,9,52,190,86.76,--,--,22,20,0,3,0,--,--,214,45,0,--,--,Alec Arsenault,regular season
2018 - OTT,13,314,282,21,51,13,66,166,89.73,--,--,26,15,0,4,0,--,--,274,40,0,--,--,Alec Arsenault,regular season
2017 - OTT,12,267,254,21,60,7,67,125,84.46,--,--,13,17,1,4,0,--,--,232,35,0,--,--,Alec Arsenault,regular season
2016 - OTT,14,302,238,11,22,27,47,87,90.63,--,--,12,6,0,7,0,--,--,55,247,0,--,--,Alec Arsenault,regular season
2015 - OTT,3,28,27,0,2,3,5,6,100,--,--,1,0,0,0,0,--,--,9,19,0,--,--,Alec Arsenault,regular season
Career,60,1312,1223,88,197,65,256,672,88.19,649,1706,84,68,2,26,0,1,100,921,391,0,--,--,Alec Arsenault,regular season
2016 - SD,12,270,245,15,11,9,16,94,81.03,--,--,10,17,0,2,0,--,--,54,216,197,92.92,6.32,Alec Benton,regular season
2015 - SD,7,95,93,3,3,6,6,14,73.68,--,--,2,5,0,1,0,--,--,4,91,35,92.11,6.67,Alec Benton,regular season
Career,19,365,338,18,14,15,22,108,80,--,--,12,22,0,3,0,--,--,58,307,232,92.8,6.37,Alec Benton,regular season
2016 - CIN,4,37,34,2,1,0,2,8,88.89,--,--,0,1,0,0,0,--,--,9,28,0,--,--,Alec Mathena,regular season
2014 - ROC,8,143,136,3,4,3,-1,24,75,--,--,1,8,0,3,0,--,--,46,97,3,75,1.2,Alec Norton,regular season
2018 - SJ,6,116,108,5,14,0,12,93,93,--,--,3,7,1,0,0,--,--,102,14,0,--,--,Alec Surmani,regular season
2017 - SJ,7,130,110,6,7,4,9,61,88.41,--,--,4,8,0,0,0,--,--,62,68,3,100,8.07,Alec Surmani,regular season
2015 - SF,9,130,111,4,8,5,15,88,97.78,--,--,4,0,0,2,0,--,--,86,44,0,--,--,Alec Surmani,regular season
Career,22,376,330,15,29,9,36,242,93.44,--,--,11,15,1,2,0,--,--,250,126,3,100,8.07,Alec Surmani,regular season
2015 - SF,1,7,6,1,0,0,1,6,100,--,--,0,0,0,0,0,--,--,5,2,0,--,--,Alec Surmani,post-season
2014 - MIN,11,159,145,7,4,8,9,126,91.97,--,--,14,9,0,1,0,--,--,39,120,9,81.82,7.1,Alex Baker,regular season
2012 - RIR,4,8,0,1,2,3,2,25,89.29,--,--,0,3,0,1,0,--,--,4,4,0,--,--,Alex Bargende,regular season
2019 - DET,8,148,175,6,3,5,3,143,92.26,--,--,10,11,0,0,0,--,--,81,67,2,100,--,Alex Bertoia,regular season
2014 - DET,6,117,108,1,2,1,-3,57,89.06,--,--,2,6,1,1,0,--,--,55,62,1,100,--,Alex Bertoia,regular season
Career,14,265,283,7,5,6,0,200,91.32,--,--,12,17,1,1,0,--,--,136,129,3,100,--,Alex Bertoia,regular season
2021 - DAL,8,90,104,0,7,2,8,15,100,49,266,0,0,0,1,0,0,0,1,89,0,--,--,Alex Brouwer,regular season
2019 - DAL,6,44,44,0,3,1,3,5,100,--,--,1,0,0,1,0,--,--,10,34,0,--,--,Alex Brouwer,regular season
2018 - AUS,2,6,9,0,0,0,0,1,100,--,--,1,0,0,0,0,--,--,1,5,0,--,--,Alex Brouwer,regular season
Career,16,140,158,0,10,3,11,21,100,49,266,2,0,0,2,0,0,0,12,128,0,--,--,Alex Brouwer,regular season
2019 - DAL,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,1,0,--,--,Alex Brouwer,post-season
2019 - TB,5,37,41,2,0,1,-3,26,86.67,--,--,2,4,0,2,0,--,--,7,30,21,95.45,6.76,Alex Bullock,regular season
2017 - JAX,13,128,93,4,1,3,3,74,90.24,--,--,1,5,0,0,0,--,--,3,125,76,93.83,5.97,Alex Bullock,regular season
2016 - JAX,10,176,154,9,1,3,-7,82,77.36,--,--,6,17,0,3,0,--,--,24,152,34,97.14,6.37,Alex Bullock,regular season
Career,28,341,288,15,2,7,-7,182,83.49,--,--,9,26,0,5,0,--,--,34,307,131,94.93,6.2,Alex Bullock,regular season
2017 - JAX,1,2,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,2,0,--,--,Alex Bullock,post-season
2021 - OTT,4,63,57,1,4,2,5,20,86.96,258,79,2,2,0,0,0,1,100,6,57,0,--,--,Alex Cameron,regular season
2017 - CHI,10,169,171,15,10,9,11,126,81.82,--,--,3,20,0,3,0,--,--,67,102,7,100,4.01,Alex Champe,regular season
2016 - CHI,11,209,214,22,10,11,11,181,84.98,--,--,12,27,0,5,0,--,--,77,132,15,100,5.57,Alex Champe,regular season
Career,21,378,386,37,20,20,22,307,83.65,--,--,15,47,0,8,0,--,--,144,234,22,100,4.84,Alex Champe,regular season
2021 - RAL,12,178,206,5,11,11,23,34,91.89,168,620,5,2,0,2,0,1,100,4,174,0,--,--,Alex Davis,regular season
2021 - RAL,3,42,49,0,2,4,6,4,100,28,115,1,0,0,0,0,1,100,0,42,0,--,--,Alex Davis,post-season
2017 - VAN,10,210,185,0,11,14,15,51,85,--,--,5,9,0,1,0,--,--,97,113,0,--,--,Alex Davis,regular season
2016 - VAN,7,133,118,3,2,3,5,38,90.48,--,--,6,3,0,0,0,--,--,56,77,2,100,7.27,Alex Davis,regular season
2015 - VAN,13,271,220,4,4,16,19,47,94,--,--,1,3,1,2,0,--,--,29,242,3,100,2.51,Alex Davis,regular season
Career,30,614,524,7,17,33,39,136,89.47,--,--,12,15,1,3,0,--,--,182,432,5,100,4.41,Alex Davis,regular season
2021 - BOS,8,124,130,2,1,3,3,30,90.91,135,328,4,3,0,0,0,1,33.33,0,124,0,--,--,Alex Donadio,regular season
2016 - CHI,12,145,154,3,5,7,10,89,95.7,--,--,4,2,0,3,0,--,--,42,103,0,--,--,Alex Drlica-Wagner,regular season
2015 - CHI,13,194,182,5,7,7,16,85,97.7,--,--,2,1,0,2,0,--,--,45,149,0,--,--,Alex Drlica-Wagner,regular season
2014 - CHI,12,154,150,3,9,7,15,51,92.73,--,--,1,4,0,0,0,--,--,49,105,1,100,2.86,Alex Drlica-Wagner,regular season
Career,37,493,488,11,21,21,41,225,95.74,--,--,7,7,0,5,0,--,--,136,357,1,100,2.86,Alex Drlica-Wagner,regular season
2014 - CHI,1,5,2,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,5,0,--,--,Alex Drlica-Wagner,post-season
2019 - LA,11,175,169,6,8,8,15,43,89.58,--,--,6,5,0,2,0,--,--,26,149,1,50,--,Alex Drum,regular season
2018 - LA,8,122,118,5,6,4,14,37,88.1,--,--,4,1,0,0,0,--,--,15,107,0,--,--,Alex Drum,regular season
2017 - LA,5,56,41,3,1,3,6,11,91.67,--,--,2,1,0,0,0,--,--,6,50,0,--,--,Alex Drum,regular season
Career,24,353,329,14,15,15,35,91,89.22,--,--,12,7,0,2,0,--,--,47,306,1,50,--,Alex Drum,regular season
2019 - LA,1,17,15,1,1,1,3,5,100,--,--,0,0,0,0,0,--,--,2,15,0,--,--,Alex Drum,post-season
2018 - LA,1,11,12,0,1,0,0,2,100,--,--,0,0,0,1,0,--,--,0,11,0,--,--,Alex Drum,post-season
Career,2,28,27,1,2,1,3,7,100,--,--,0,0,0,1,0,--,--,2,26,0,--,--,Alex Drum,post-season
2019 - SEA,9,147,123,5,5,2,10,101,99.02,--,--,10,1,0,1,0,--,--,63,84,0,--,--,Alex Duffel,regular season
2018 - SEA,10,289,268,13,16,10,10,395,93.38,--,--,25,24,0,5,0,--,--,262,27,0,--,--,Alex Duffel,regular season
2017 - SEA,14,295,275,7,7,2,1,255,94.1,--,--,21,14,0,1,0,--,--,164,131,0,--,--,Alex Duffel,regular season
2016 - SEA,8,159,155,11,6,5,19,37,94.87,--,--,1,1,0,2,0,--,--,23,136,0,--,--,Alex Duffel,regular season
Career,41,890,823,36,34,19,40,788,94.37,--,--,57,40,0,9,0,--,--,512,378,0,--,--,Alex Duffel,regular season
2012 - DET,15,164,0,31,15,10,18,194,87,--,--,0,29,0,9,0,--,--,80,84,0,--,--,Alex Edinger,regular season
2017 - SF,1,20,13,2,0,2,4,8,100,--,--,1,0,0,0,0,--,--,2,18,0,--,--,Alex Evangelides,regular season
2014 - SF,5,99,93,7,8,3,9,60,88.24,--,--,9,6,1,3,0,--,--,45,54,1,100,4.15,Alex Evangelides,regular season
